Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
Russian	0.00938566601605	1.46520177074	15.2915186768	90.3875774521	5.22539412009	5.30541241367	5.27073193998	5.25539029378	5.24679267554	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00938566601605	3	ddsf	119	512	2	158.227025374
PTB	0.0435059717448	2.56601380994	15.8507811406	34.8996381186	4.58995248617	4.8508252612	4.74980745293	4.69967700402	4.66991982026	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0435059717448	2	dsf	116	512	2	16.3395141022
LDC95T8	0.0701382247249	3.04773142954	12.0971444259	31.6262119824	4.05165075419	4.51346664153	4.33224846032	4.23899120568	4.1863340259	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0701382247249	4	dsf	172	512	2	15.2604509869
Japanese	0.0667620710226	0.224339912067	16.3004032808	11.7817675173	5.32965893396	5.4877126651	5.41001498689	5.38437298549	5.37001758638	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.0667620710226	5	dsf	14	512	2	6.40423792948
LDC95T8	0.0214982809383	3.97318832498	24.805791383	75.4844254431	3.95570956129	4.19831490191	4.1073674214	4.05853123291	4.0303621791	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0214982809383	4	dsf	103	512	2	122.644475164
PTB	0.00786644672115	2.87595889812	34.3045433285	48.8351066152	4.59115480605	4.6964309655	4.65669371585	4.6361663386	4.62409157422	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.00786644672115	2	ddsf	198	512	2	35.0331955552
Russian	0.019458036625	1.50731179258	12.7133585227	94.6991445357	5.16908169706	5.29597306925	5.24252793599	5.2185357624	5.2049116378	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.019458036625	1	ddsf	87	512	2	156.579762704
PTB	0.0109956858458	2.66057382299	46.2713466591	34.9831789854	4.58558085706	4.76058242743	4.69583213385	4.66244107891	4.64243445	0.0	100	512	1	0.001	REAL	0.0	16	30	0.0109956858458	3	ddsf	47	512	2	21.100902214
Arabic	0.24933986971	-0.143178911568	0.477084892971	12.3759578063	5.44754706462	6.79632251821	6.20495832454	5.95314736187	5.812176929	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.24933986971	4	dsf	16	512	2	0
Russian	0.277534580687	0.461582056054	1.0994326949	11.6297427011	5.25345063733	6.02164998987	5.671269868	5.52597700873	5.44736157977	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.277534580687	1	ddsf	81	512	2	6.27974741187
Russian	0.0205147119981	1.01338290847	19.7393279694	21.7752941914	5.09940113223	5.4676022813	5.3023829929	5.23174098973	5.1933081637	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0205147119981	2	ddsf	27	512	2	6.27326534274
Japanese	0.0660556007688	1.02273149954	7.36316531125	17.1967646255	5.28111186466	5.53213030674	5.42060004945	5.37386795361	5.34838779057	0.1	150	512	1	5e-05	REAL_REAL	0.05	32	30	0.0660556007688	1	ddsf	117	512	2	6.52859604403
Russian	0.116420707605	1.08145864205	3.94056594277	22.0513788162	5.19187028908	5.59232701859	5.41503868509	5.33895913468	5.29694956591	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.116420707605	2	ddsf	94	512	2	6.27885542329
PTB	0.185212777581	1.68886934037	8.2285881576	25.6181889862	4.61817132774	5.31125991542	5.04468106947	4.91568797972	4.83762777331	0.1	100	512	1	0.004	REAL	0.0	16	30	0.185212777581	2	ddsf	50	512	2	6.42741844735
PTB	0.0483029865227	2.32326548843	12.4777165126	35.1723098741	4.66291342023	4.95371750306	4.83757363339	4.78244231475	4.74974260789	0.2	100	256	1	5e-05	REAL	0.1	32	30	0.0483029865227	2	dsf	176	512	2	16.3719755772
Russian	0.0417113913873	1.26906073221	7.49136336997	37.7877397162	5.20873811234	5.40793340754	5.31971794465	5.28199892027	5.26122289579	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0417113913873	4	dsf	138	512	2	16.9063415185
Arabic	0.00312480076832	2.60237960508	44.2284334258	97.9234237435	5.28984139994	5.36918926774	5.33996118253	5.32447437976	5.31550335285	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00312480076832	5	ddsf	102	512	2	161.297621603
PTB	0.488325115339	0.180961748308	0.609297358906	16.2537859184	4.71044102219	6.33697750216	5.69500895084	5.38897921998	5.20595007911	0.0	300	512	1	0.001	REAL	0.0	16	30	0.488325115339	1	dsf	37	512	2	6.42725069179
LDC2012T05	0.0153986090075	2.46733126959	31.8125536474	46.5650866066	5.50049212317	5.74087996231	5.64565516702	5.6005922075	5.57346520992	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0153986090075	4	dsf	46	512	2	29.9918905961
PTB	0.0389917689453	2.01392835168	16.162862571	25.8119374441	4.66206316816	4.96514765715	4.84267831003	4.78457601935	4.75061286535	0.0	100	256	1	0.0001	REAL	0.0	32	30	0.0389917689453	0	ddsf	85	512	2	11.5491327531
LDC95T8	0.220333118265	1.90308082017	4.77850391267	19.5377753737	4.18965447314	5.16470263155	4.76836718675	4.57290524232	4.46351717568	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.220333118265	4	ddsf	131	512	2	6.41441182981
Russian	0.00632183570687	1.48195043674	17.4808830887	90.4628818229	5.22959245058	5.29730906975	5.26852231374	5.25550473775	5.24829754112	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00632183570687	5	dsf	115	512	2	158.369723954
Japanese	0.00292663534617	-0.169754862551	118.054825727	11.8143586219	5.38558963319	5.47150279934	5.42275855432	5.41343323204	5.40665752455	0.1	150	512	1	0.001	REAL_REAL	0.05	32	30	0.00292663534617	1	ddsf	13	512	2	0
PTB	0.0391607732395	2.0020180744	17.1260672816	25.6555969669	4.62172626794	4.93353613971	4.80602766895	4.74564250635	4.71118448756	0.0	200	256	1	0.001	REAL	0.0	32	30	0.0391607732395	0	ddsf	86	512	2	11.5189207331
Arabic	0.253913831774	0.827195112301	3.6234546527	23.3402868924	5.41847494248	6.2585536716	5.90521584796	5.74726018869	5.65700390629	0.1	150	512	1	5e-05	REAL_REAL	0.05	32	30	0.253913831774	2	dsf	92	512	2	6.77107225878
Russian	0.00291022513038	1.31302392355	52.7957163888	26.8317407665	5.07148890737	5.2654309009	5.18220127171	5.1445829713	5.12355254266	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00291022513038	4	dsf	29	512	2	11.5282645767
Russian	0.079977684981	0.657979221777	7.43184416042	16.6617711558	5.1160910953	5.7053410856	5.44589594375	5.33242662915	5.26994598543	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.079977684981	3	ddsf	28	512	2	6.27258269643
Russian	0.014143951544	1.12443608009	23.4418554328	21.7806349279	5.09369223509	5.41317751049	5.27420413018	5.21096306003	5.17658485954	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.014143951544	5	dsf	24	512	2	6.27199489503
LDC95T8	0.158710190882	2.66447323945	7.46072399812	23.3476446859	4.03749007401	4.83452271899	4.52195177186	4.36114663417	4.2698314492	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.158710190882	4	ddsf	107	512	2	11.0031171408
Russian	0.00497227361316	1.56363431176	23.6627548465	94.4575797646	5.15701288416	5.21351509392	5.19016745974	5.17958406349	5.1734886959	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00497227361316	5	dsf	171	512	2	156.274020836
Russian	0.00838007087388	1.14875231383	31.8837237087	21.7586907723	5.08168100683	5.36455537687	5.24032732734	5.18525045839	5.15495245526	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00838007087388	5	dsf	30	512	2	6.27399341296
PTB	0.018010860664	2.19317100592	25.8476488874	30.2847206887	4.62839605611	4.89157913396	4.78174455734	4.73131513077	4.70243990887	0.0	200	256	1	0.001	REAL	0.2	32	30	0.018010860664	0	dsf	86	512	2	11.4986917896
LDC95T8	0.34217944933	0.778877900897	1.08869173823	15.0569725503	4.0861700753	6.13322533544	5.32635398468	4.91191395501	4.67845476715	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.34217944933	4	ddsf	30	512	2	6.41124927365
Japanese	0.00543240308487	0.620937974957	43.7582074792	11.6616052284	5.25308517875	5.32667838297	5.29921776091	5.28489742598	5.27638749274	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.00543240308487	3	ddsf	23	512	2	6.35256394468
Russian	0.0341962659768	1.34013559855	8.56752285507	42.9880923474	5.2032289729	5.3773251754	5.30044130649	5.26772001127	5.24961682444	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0341962659768	2	ddsf	144	512	2	27.3605098659
PTB	0.0138591620455	2.39890745611	35.6241255807	30.1957946208	4.57879532893	4.78498322262	4.70039821357	4.66041946698	4.63753239988	0.0	300	256	1	0.001	REAL	0.0	32	30	0.0138591620455	0	ddsf	75	512	2	16.3040295207
Russian	0.00252761467962	1.6418005187	32.2671801493	94.2583398083	5.14232865046	5.18703901355	5.16893320421	5.16053651089	5.15556210579	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00252761467962	1	dsf	187	512	2	155.911660032
LDC95T8	0.161523923456	2.22988025232	8.02411536673	18.9593401648	3.92091395095	5.00981460665	4.60066282234	4.37857409511	4.25079214261	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.161523923456	4	dsf	62	512	2	6.41090057901
Japanese	0.0252042499836	-0.251405225971	45.0116214472	6.37783375627	5.43492874957	5.56219600907	5.4764674883	5.45361975465	5.44878550255	0.1	150	512	1	0.001	REAL_REAL	0.05	16	30	0.0252042499836	2	ddsf	12	512	2	0
Japanese	0.0132304849628	-1.24792957905	94.8294310884	6.29918232978	5.34044146594	6.24195610978	5.79211038351	5.62660332907	5.54096586295	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0132304849628	1	dsf	10	512	2	0
LDC2012T05	0.0106161889094	2.47774601144	42.2976543295	46.3563485264	5.47001497289	5.67105223033	5.59084734193	5.55236464719	5.53024979926	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0106161889094	5	dsf	57	512	2	29.8762360839
PTB	0.0664436602975	2.30258040647	11.5315076254	30.4603991687	4.64303309424	4.97788578196	4.84683043041	4.7831624545	4.7451975924	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0664436602975	2	ddsf	84	512	2	16.3871521687
Russian	0.0146236583293	1.12480462412	23.8597447539	21.7691099069	5.08836288302	5.42094042474	5.27704703589	5.2120896979	5.17588339807	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0146236583293	4	dsf	28	512	2	6.27420269855
LDC95T8	0.0967382807165	3.06893703163	11.1424497511	27.1140677537	3.94902097987	4.54294812022	4.31629967625	4.19584494172	4.12681895288	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0967382807165	4	dsf	143	512	2	10.9781023687
LDC2012T05	0.0299989085644	1.46654121552	22.8999097242	29.8675077989	5.54342835416	6.21161713503	5.93233726089	5.80436587924	5.7319796604	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0299989085644	4	dsf	37	512	2	7.08949339841
PTB	0.0137555689694	2.59950520309	28.8230774353	35.0659186253	4.61403840275	4.78463563065	4.71669776715	4.68413154959	4.66496752599	0.0	100	256	1	0.004	REAL	0.0	32	30	0.0137555689694	2	dsf	85	512	2	21.1182566043
Russian	0.30585562823	0.431288146228	1.02280040813	11.5857812044	5.20790810406	6.02871515433	5.65768662651	5.50176194202	5.4169586647	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.30585562823	3	dsf	108	512	2	6.27403866596
Arabic	0.046109943384	1.94144109742	17.3300866402	39.2672143035	5.30946837085	5.58901226089	5.48286391049	5.43044405942	5.39892530267	0.1	150	512	1	0.0001	REAL_REAL	0.05	64	30	0.046109943384	2	ddsf	78	512	2	17.8781135313
Arabic	0.0191524392819	2.30628914376	20.0324148728	98.3828406952	5.32628595933	5.49186158875	5.42600993051	5.39408738716	5.3758144577	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0191524392819	4	dsf	190	512	2	162.094867924
Japanese	0.033745830868	-0.348003162136	50.112923965	6.31223716665	5.37665137553	5.54390729349	5.42530371669	5.40356192937	5.39678118094	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.033745830868	1	dsf	12	512	2	0
LDC2012T05	0.011124772471	2.45866503508	37.6554576962	46.634363857	5.51122381791	5.71809402582	5.63511472761	5.59692041685	5.57380770928	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.011124772471	4	ddsf	45	512	2	30.0211511535
Russian	0.00344900996098	1.50547729386	44.5552362153	42.1238231806	5.07236686482	5.14754282402	5.11714644073	5.10257584593	5.09394597288	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00344900996098	3	dsf	40	512	2	21.7958414222
LDC95T8	0.091314256547	2.22032890228	12.4401965091	19.0267832018	3.96295733005	5.15199158779	4.69086070262	4.44733439427	4.30935235851	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.091314256547	5	dsf	37	512	2	6.41118621584
Japanese	0.0711819785755	-1.25324636719	26.8272124891	6.31674056316	5.47892850785	6.05143549496	5.70242801648	5.61112892587	5.56969910126	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0711819785755	5	ddsf	11	512	2	0
Japanese	0.485670137523	-1.17258586864	5.71006719676	6.34293037422	5.44375310478	6.45481886142	5.91110228169	5.72287937803	5.63418104452	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.485670137523	2	dsf	11	512	2	0
LDC2012T05	0.00336813930403	2.76976836657	44.3819875369	103.997743014	5.6175796174	5.7024967726	5.67078348021	5.65476012865	5.64511075034	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00336813930403	4	ddsf	121	512	2	171.297156889
PTB	0.0367148551539	2.75267414265	18.4994836458	39.755563244	4.61047826498	4.87969506804	4.78029802142	4.72982078962	4.69889040894	0.1	100	512	1	0.001	REAL	0.0	64	30	0.0367148551539	1	dsf	73	512	2	25.8472304315
LDC95T8	0.0239792342835	3.75945738305	22.694144646	75.7346699059	3.98061791825	4.2394183705	4.14081525214	4.08864791635	4.05877422496	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0239792342835	5	dsf	95	512	2	123.177994931
PTB	0.0461100299786	2.44294990359	14.9094259355	30.3130045264	4.60100667716	4.87494096291	4.76836523542	4.71605647389	4.68493800782	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0461100299786	2	ddsf	103	512	2	16.3417987235
Russian	0.00426825415951	1.56752304816	24.7325462009	94.6270490174	5.16646604685	5.21947443482	5.19765097233	5.18751175548	5.18163558649	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00426825415951	1	ddsf	162	512	2	156.561504454
Russian	0.480513993855	0.103291675972	0.400311843798	11.5886703327	5.22900406934	6.27226687461	5.79009538109	5.59276405255	5.48668409807	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.480513993855	4	dsf	106	512	2	6.27681724466
Arabic	0.0399166007092	1.26226649586	26.1392711514	23.1887598991	5.32569036117	5.79263395171	5.59984555125	5.50940631101	5.45905250875	0.1	150	512	1	0.0005	REAL_REAL	0.05	32	30	0.0399166007092	4	ddsf	16	512	2	6.7788076188
Arabic	0.0135473620134	2.02115411696	40.3894278747	39.0897769931	5.27013777404	5.41736653148	5.36634011863	5.33825159806	5.32075035656	0.1	150	512	1	0.0001	REAL_REAL	0.05	32	30	0.0135473620134	3	dsf	67	512	2	17.8333973352
LDC2012T05	0.00428073155265	2.34495520654	71.6595573499	40.8093321016	5.46669578404	5.76776468987	5.64517392329	5.58786388965	5.55415985127	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00428073155265	4	dsf	40	512	2	24.2956870849
Japanese	0.0600219880623	0.683540463454	11.1420736122	11.6723484273	5.24940818065	5.38205782402	5.32029262453	5.29733062618	5.28520560804	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.0600219880623	5	ddsf	39	512	2	6.366991053
Japanese	0.0662125142454	0.241577837308	16.6152028981	11.7858035861	5.32519878825	5.49478426693	5.41052264009	5.38296504131	5.36720583378	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.0662125142454	1	ddsf	14	512	2	6.40992104253
LDC95T8	0.26495092327	0.965904708373	3.25698999331	15.0304112179	4.03912733589	5.89819478993	5.17429441566	4.79815075125	4.58498961569	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.26495092327	4	dsf	34	512	2	6.41110633225
Japanese	0.277144649655	-0.111019589671	4.30644756754	11.6691413858	5.28399632076	5.93771526781	5.62166983071	5.50126834684	5.43861054848	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.277144649655	2	ddsf	38	512	2	0
Japanese	0.194691322931	-0.789904356776	2.27124200611	6.30776529617	5.45084581681	6.20558121843	5.7780207843	5.63569889095	5.57516442556	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.194691322931	1	ddsf	13	512	2	0
Russian	0.105203932877	0.817280523448	5.79963389951	16.6825678597	5.115238547	5.57864907338	5.37577067678	5.28701837039	5.23787892464	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.105203932877	4	ddsf	42	512	2	6.27364800364
Russian	0.00321121134934	1.49419983708	38.8876336964	89.2334418952	5.15719860178	5.21379056705	5.19063151573	5.17935764935	5.17306030007	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00321121134934	0	dsf	183	512	2	156.21015789
Russian	0.396242588154	0.111387497364	0.583406797177	11.6085706885	5.25654566078	6.21178398725	5.77148187171	5.59025467913	5.49289452133	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.396242588154	0	ddsf	91	512	2	6.27506753505
PTB	0.00281043387297	2.97761097132	63.1038804221	43.6536275195	4.51141900753	4.62109907832	4.57920386645	4.55768967546	4.54496241646	0.1	300	256	1	0.004	REAL	0.0	16	30	0.00281043387297	3	dsf	53	512	2	30.070551557
LDC95T8	0.0613309390478	2.50208407126	18.0899384642	19.0094868829	3.9341842989	4.98119572531	4.57246138219	4.35975214296	4.23897342745	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0613309390478	4	dsf	43	512	2	10.9474088971
LDC95T8	0.387710549608	1.09977136671	2.18925206639	15.2399018596	4.17736898156	5.68728443193	5.07291898467	4.76965767981	4.6010931977	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.387710549608	4	ddsf	178	512	2	6.41054838677
Russian	0.184492874437	0.669141593783	2.00018536136	16.8800886825	5.23865411088	5.7944673118	5.5434974507	5.43801806923	5.38061125174	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.184492874437	3	dsf	157	512	2	6.27917933206
PTB	0.0319613105714	2.89819836846	21.7297137623	49.1988337762	4.62367347541	4.838204935	4.76247513466	4.72266871771	4.69755918216	0.2	50	512	1	0.0001	REAL	0.0	64	30	0.0319613105714	1	dsf	110	512	2	30.6408265586
Japanese	0.0285337654716	-1.2280387462	69.6217258502	6.30439742605	5.38338205646	6.16937718996	5.7627477651	5.6160853409	5.54539207847	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0285337654716	5	ddsf	10	512	2	0
Russian	0.0850590710516	0.770771264207	4.09614872173	16.91419628	5.2493945316	5.65462807229	5.47188477605	5.39479255992	5.3529376761	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0850590710516	0	ddsf	143	512	2	6.28168263382
LDC95T8	0.0180864158726	4.04760517635	35.6582877993	45.8249544846	3.79462722747	4.10405782746	3.99126345504	3.92828436782	3.89191637594	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0180864158726	4	ddsf	60	512	2	34.4063835761
Arabic	0.0056858232392	2.44364477198	38.0494823709	97.3058178511	5.26393944298	5.35046708499	5.31780242051	5.30102714479	5.2911641656	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0056858232392	4	ddsf	224	512	2	160.361828062
LDC95T8	0.128198506094	1.89699579648	9.36084241945	15.0484081702	3.9860734467	5.31623614656	4.80047108539	4.5298047901	4.37598558676	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.128198506094	4	ddsf	34	512	2	6.4134923689
LDC2012T05	0.0362492224911	2.25933367496	13.642593878	105.818437189	5.7365731136	5.9857406168	5.88306707907	5.83683560322	5.81018521327	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0362492224911	4	dsf	89	512	2	174.356527083
PTB	0.0227663361087	2.17261561359	22.3260903258	30.2140419805	4.61381579795	4.90603815312	4.78458349009	4.72864147223	4.69631957233	0.0	200	256	1	0.004	REAL	0.2	32	30	0.0227663361087	0	dsf	91	512	2	11.4862277996
Russian	0.0185606777235	1.54590955157	13.9072085173	94.1241847475	5.13526339349	5.26060987918	5.20698729876	5.18310809786	5.16948980185	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0185606777235	1	ddsf	105	512	2	155.603811356
PTB	0.0328518032577	2.50402205228	18.3096286067	34.694574026	4.5699542469	4.83285265164	4.72689942618	4.67687773841	4.6474658144	0.1	100	256	1	0.001	REAL	0.2	32	30	0.0328518032577	1	dsf	132	512	2	16.2365621781
LDC95T8	0.156346894799	1.59839264839	7.66516977283	15.0146521389	3.98266162456	5.53627406921	4.92913719582	4.61480599004	4.43630783159	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.156346894799	4	dsf	47	512	2	6.41001111559
LDC2012T05	0.0224445975858	2.27437473064	26.7960281226	40.9884247414	5.50231745651	5.79727870899	5.67712929408	5.62124325228	5.5892471093	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0224445975858	4	ddsf	52	512	2	24.3766534951
PTB	0.0438546061601	1.9978124004	14.6746273908	25.9355152846	4.69795743955	4.98639916242	4.87026845777	4.81440071791	4.78205811121	0.0	50	256	1	0.002	REAL	0.0	32	30	0.0438546061601	0	dsf	98	512	2	11.5667641949
Japanese	0.00439287158437	-1.98081355652	156.567346576	6.30071710125	5.34927324473	7.17892687649	6.3726054645	6.00818888744	5.8105961062	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.00439287158437	2	dsf	12	512	2	0
LDC2012T05	0.0154139419572	2.58954730387	24.0402860733	104.069232621	5.62653904479	5.79074755644	5.72511951631	5.69386654855	5.67584197851	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0154139419572	4	dsf	122	512	2	171.385718647
LDC95T8	0.457737043555	0.422648264109	0.687592596863	10.9692865066	4.12895707888	6.29658096868	5.42117069478	4.98544680045	4.74152710242	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.457737043555	4	ddsf	24	512	2	6.4126767825
Japanese	0.00370229875826	0.811330079117	52.1282992036	11.652995801	5.241913584	5.31030871567	5.27891832254	5.26867475643	5.26163288225	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.00370229875826	3	ddsf	23	512	2	6.34892276617
Japanese	0.0105210444752	-0.210794834271	90.7001690336	6.30571126507	5.33147487059	5.68019985222	5.50469050146	5.4397932935	5.40815899468	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.0105210444752	1	ddsf	11	512	2	0
LDC95T8	0.0175130006467	4.03961768382	37.1197866645	45.8118678985	3.79376056617	4.10342956606	3.99126952253	3.92871049702	3.8920562419	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0175130006467	4	ddsf	61	512	2	34.3975808716
Russian	0.196408298078	0.711569058763	2.27043773751	16.7581492848	5.16972378518	5.77677863957	5.50736013154	5.39205183015	5.32857696991	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.196408298078	4	ddsf	125	512	2	6.27500085898
Japanese	0.006432716871	-1.68820419141	158.866378871	6.30673305427	5.33420343784	7.01413023383	6.23733046827	5.91225001123	5.73810651013	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.006432716871	1	dsf	11	512	2	0
PTB	0.00347050865519	3.35344439214	52.0116593497	91.1246095094	4.61276242899	4.69835763589	4.67090018001	4.65530087623	4.64493217061	0.2	100	512	1	5e-05	REVERSE	0.0	128	30	0.00347050865519	2	dsf	182	512	2	141.736317262
PTB	0.00703483141107	3.17296880743	50.0814108712	57.736147449	4.54604611703	4.6683589317	4.62891600334	4.60584195704	4.59115979559	0.2	100	512	1	0.0002	REAL	0.0	128	30	0.00703483141107	2	ddsf	71	512	2	48.634446812
Russian	0.00421381538137	1.44430691476	36.5859089852	37.1354975771	5.08940952274	5.17380267323	5.13858147729	5.12259114084	5.11330807965	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00421381538137	5	ddsf	34	512	2	16.7137787266
PTB	0.0227877596444	2.76176018505	24.1301970649	39.6378920941	4.59630781635	4.78965377974	4.71543686003	4.67910793715	4.65715248767	0.1	50	256	1	0.001	REAL	0.0	16	30	0.0227877596444	2	ddsf	87	512	2	25.772796351
LDC2012T05	0.0118158725389	1.98022746076	38.6739475887	35.4254664567	5.51478834365	5.9786748978	5.78535367039	5.69582101422	5.64533387936	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0118158725389	4	dsf	35	512	2	13.0365894059
LDC2012T05	0.467842672735	0.301754911052	0.441430465274	18.7567130299	5.66356820435	7.09825329969	6.52495242658	6.2527330465	6.09372710298	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.467842672735	4	dsf	34	512	2	7.08668647839
PTB	0.0928159503925	2.08073513087	10.079328537	25.6507582584	4.61474063308	5.03830315265	4.87086012963	4.790581061	4.74291916933	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.0928159503925	3	dsf	108	512	2	11.5151232459
Arabic	0.00337111987041	2.68244158569	51.4881971415	98.6837327533	5.32568544615	5.42642096755	5.39129588256	5.37200315844	5.35994591017	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.00337111987041	3	ddsf	127	512	2	162.45300497
PTB	0.0385001963993	2.67176349544	17.5491743888	34.5537074849	4.53132561627	4.8294586752	4.71259948995	4.65504346343	4.62167313274	0.1	200	256	1	0.001	REAL	0.1	32	30	0.0385001963993	3	dsf	113	512	2	20.8589031546
LDC95T8	0.0548780390977	3.20664215387	14.2318678201	31.4806492903	4.01535688749	4.4155699172	4.26032516396	4.17975490597	4.13381246911	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0548780390977	4	ddsf	197	512	2	19.341049728
Russian	0.343173000027	0.272078895794	0.611669977913	11.6041936498	5.23829003066	6.11356603358	5.71364993505	5.54762498326	5.45795086548	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.343173000027	3	ddsf	182	512	2	6.27619999208
Russian	0.0232609999247	1.34096149294	15.9189727187	31.9891069182	5.08717214974	5.27557228757	5.19678722981	5.16081202733	5.14007335693	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0232609999247	2	ddsf	39	512	2	11.5448087478
PTB	0.0369832392874	2.5100224033	21.0482514388	35.1010319132	4.62432737997	4.923472833	4.80769457555	4.75068196435	4.71699729539	0.0	50	512	1	0.001	REAL	0.1	16	30	0.0369832392874	2	dsf	56	512	2	16.3833637836
Japanese	0.130298255238	-0.883121328846	8.36554815155	6.30985687779	5.47673201638	6.22109423627	5.80081453652	5.65533947847	5.59706174838	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.130298255238	1	ddsf	11	512	2	0
