Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
LDC95T8	0.00472670706614	3.49238246265	76.8089894221	34.5465705107	3.85676128638	4.44698478194	4.22059476424	4.09995236128	4.03059530267	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00472670706614	5	ddsf	43	512	2	19.0026884788
Japanese	0.289184901491	-0.877371877722	6.92081154398	6.30445343398	5.45352725095	6.44413391759	5.90045134814	5.71738537595	5.63463781267	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.289184901491	1	ddsf	11	512	2	0
PTB	0.00835044825618	3.42576628084	35.7434331867	86.5028730793	4.60004303241	4.81901958066	4.73295592258	4.69215377079	4.66788194129	0.0	200	512	1	0.001	REAL	0.2	64	30	0.00835044825618	1	dsf	67	512	2	141.427057253
Arabic	0.00455924575725	2.56278515736	42.4714249889	97.0818787811	5.24570278511	5.31833682363	5.29154137524	5.27785061569	5.26972862727	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00455924575725	5	dsf	241	512	2	159.933868711
Russian	0.00278916922583	1.68480388524	31.0707362894	94.3775371985	5.14634016012	5.19356369787	5.17494370807	5.16587697047	5.16057042151	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00278916922583	4	ddsf	92	512	2	156.075008689
PTB	0.00109554523039	2.86643270948	82.642614618	44.1476427948	4.57941658882	4.67680340753	4.63845858602	4.61949309169	4.60845780969	0.0	100	256	1	0.004	REAL	0.0	16	30	0.00109554523039	3	dsf	66	512	2	30.3621664714
LDC95T8	0.0393298817177	3.37588779065	16.4848207612	43.8242394581	4.03891495861	4.36847404143	4.2405622767	4.17460541121	4.13661009557	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0393298817177	5	dsf	167	512	2	27.61793143
PTB	0.0320494732658	2.5926179507	17.7852077684	35.0354316464	4.61216950993	4.83337893271	4.74795591308	4.70554959115	4.68023985599	0.2	100	256	1	0.001	REAL	0.0	32	30	0.0320494732658	2	dsf	95	512	2	21.1015180844
Japanese	0.0106371623696	0.302261331071	54.3165086971	11.8124930059	5.3759912812	5.4569263888	5.41361476202	5.40303057265	5.3967472017	0.1	150	512	1	0.001	REAL_REAL	0.05	32	30	0.0106371623696	1	ddsf	13	512	2	6.40204076877
Russian	0.165435359845	0.215742511573	3.57772035024	11.5224581758	5.13380795029	6.03587691479	5.63249657206	5.45971054841	5.36551781929	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.165435359845	0	ddsf	32	512	2	6.27238879141
LDC95T8	0.00248312779815	4.27906808755	63.6338895679	74.6967056006	3.90437360552	4.00951773856	3.97209961158	3.95067781011	3.93832908241	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00248312779815	5	ddsf	119	512	2	121.410276253
Arabic	0.00437547924445	0.859596355754	132.820195833	23.2676494048	5.38733396708	6.09122448003	5.78326047191	5.65017211045	5.57589192494	0.1	150	512	1	0.001	REAL_REAL	0.05	32	30	0.00437547924445	2	ddsf	13	512	2	6.77980544459
Arabic	0.0569563801981	0.923494532711	23.4927524048	23.1695272319	5.33772701211	5.98673341598	5.70866935532	5.58328431861	5.51392150161	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.0569563801981	1	ddsf	13	512	2	6.77489362832
Japanese	0.0119429001177	0.678688343278	29.903748052	11.6721523224	5.24790612043	5.31724904552	5.2842658249	5.27249757175	5.2662124763	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0119429001177	2	dsf	22	512	2	6.36057897916
Japanese	0.034077257044	-1.70332409462	65.244386044	6.3087611868	5.42760327908	6.26040293924	5.83545523784	5.67867164315	5.60375706152	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.034077257044	4	ddsf	11	512	2	0
Japanese	0.0746414379052	-0.0594416753718	18.1492067583	6.30749487236	5.36333965695	5.70901782491	5.49585007948	5.43363257267	5.41023186592	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.0746414379052	1	dsf	12	512	2	0
Arabic	0.00558870198549	2.11921638404	59.9919219659	44.3938572777	5.26707256752	5.38347579419	5.34412808408	5.32110686256	5.30722287891	0.1	150	512	1	0.0001	REAL_REAL	0.05	32	30	0.00558870198549	2	ddsf	66	512	2	23.2141037286
Japanese	0.14401550272	-1.76499960422	12.8107989268	6.30227673319	5.50757504883	6.59579779233	5.99702218984	5.78866777206	5.69436901664	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.14401550272	3	dsf	11	512	2	0
Russian	0.00360523827599	1.55492999885	24.9828763377	94.928964391	5.18424476731	5.23273999865	5.21275897329	5.20345429418	5.19805597463	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00360523827599	5	dsf	145	512	2	157.082273018
Japanese	0.410583042252	-0.796819121639	0.642451712664	6.37141003552	5.4492236075	6.41290359792	5.90167036691	5.72737509328	5.64394999426	0.1	150	512	1	0.001	REAL_REAL	0.05	32	30	0.410583042252	4	ddsf	16	512	2	0
Russian	0.0472076089702	0.874572855695	11.0321047748	16.6691629466	5.10644667413	5.57867066543	5.36973378402	5.27881116712	5.2289224046	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0472076089702	4	dsf	26	512	2	6.27213734597
LDC95T8	0.144596106828	2.41638572617	8.87919468707	18.9879634187	3.9221858973	4.94619621189	4.55733468667	4.34847680073	4.22894631752	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.144596106828	4	ddsf	52	512	2	6.4106147297
Russian	0.0447313611362	1.40717606352	7.91444728453	53.1247775909	5.17039838912	5.37874563533	5.28826903882	5.24839019881	5.22623778616	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0447313611362	4	dsf	93	512	2	32.4301466184
PTB	0.051290708843	2.2493145023	12.8439585279	30.4401864314	4.64310037219	4.91775112907	4.80933316749	4.75724189885	4.726466709	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.051290708843	2	ddsf	183	512	2	16.3759342528
Russian	0.0142130470357	1.47089054683	14.971556766	68.5002270682	5.15605124875	5.25447772195	5.21244098382	5.19364100958	5.18300057332	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0142130470357	3	dsf	176	512	2	63.3439896218
Arabic	0.0181994125055	1.75828231885	32.125317674	28.1347538365	5.20843585951	5.6771352854	5.4776684898	5.38639877145	5.33535621668	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0181994125055	4	dsf	27	512	2	12.3102868991
Russian	0.0375880069897	1.27546008943	9.6917715409	32.3055688368	5.15447642287	5.37800797938	5.27957825262	5.23682807563	5.21321055097	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0375880069897	0	ddsf	115	512	2	11.5960230939
PTB	0.0490056407636	2.90430831548	15.7394415761	53.7706159294	4.62204123461	4.90789301813	4.800801247	4.74758812821	4.71531503034	0.2	50	512	1	0.002	REAL	0.1	64	30	0.0490056407636	6	dsf	117	512	2	39.8808987882
PTB	0.320173452468	0.759985307751	3.2562220063	16.3627184373	4.74127752421	5.67112851594	5.29779179511	5.11998320916	5.0157923666	0.0	100	256	1	0.004	REAL	0.0	64	30	0.320173452468	1	ddsf	125	512	2	6.43022340541
LDC95T8	0.248867612555	1.57529261589	5.11114689226	15.0235277572	3.97916052698	5.40237903466	4.85501254852	4.56638663081	4.40173162666	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.248867612555	4	ddsf	53	512	2	6.41044809972
Russian	0.0528193317565	1.23293407024	6.62222924059	32.521983692	5.20002844119	5.43102521778	5.32897990782	5.2848768917	5.26068073261	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0528193317565	3	dsf	156	512	2	11.634678042
LDC95T8	0.35156867406	1.30889781433	2.66637251863	15.3219225797	4.219593983	5.57548009055	5.01876383956	4.74784259471	4.59710272768	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.35156867406	4	ddsf	140	512	2	6.41195628416
Arabic	0.107635687471	0.950059575832	12.677708648	23.1891952623	5.33590602075	5.97190557933	5.70265499302	5.58247651397	5.51484869718	0.1	150	512	1	0.0005	REAL_REAL	0.05	64	30	0.107635687471	3	ddsf	21	512	2	6.77614942489
LDC2012T05	0.0182959462725	2.33652651075	30.2673796948	40.9817865861	5.49741570852	5.75529010552	5.65059924674	5.60254185774	5.5743125671	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0182959462725	4	ddsf	53	512	2	24.3738420732
PTB	0.0153174521338	2.84071489157	27.2475621935	59.3028950512	4.70404618807	4.87821594678	4.81737321787	4.78465414616	4.76422513975	0.0	50	512	1	0.004	REAL	0.0	64	30	0.0153174521338	4	ddsf	69	512	2	45.1772165995
Arabic	0.0460273828784	2.04814839954	16.9669819607	44.5609983582	5.29990269897	5.57708638104	5.47124895133	5.41861915479	5.38746737529	0.1	150	512	1	5e-05	REAL_REAL	0.05	32	30	0.0460273828784	3	dsf	113	512	2	23.2627159505
PTB	0.0245253663575	2.88528772427	30.3877022216	39.0044641472	4.4934748312	4.76359939811	4.66158412202	4.60997648796	4.5789696883	0.1	300	512	1	0.001	REAL	0.0	16	30	0.0245253663575	3	dsf	41	512	2	20.879817203
Japanese	0.210541918498	0.1820689198	4.49699708714	11.7998813315	5.30039580006	5.79941684624	5.57176635795	5.47764590567	5.42688375972	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.210541918498	1	ddsf	45	512	2	6.45096324839
LDC2012T05	0.0547008258402	2.18112633393	10.8145750178	59.4303126433	5.72291042042	6.04804012357	5.91520254541	5.85482151229	5.81937006386	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0547008258402	4	ddsf	96	512	2	47.9737472143
Russian	0.262642626927	0.0814762410252	2.15742803624	11.5226236003	5.14586091195	6.14753025881	5.69859145814	5.50623944489	5.40164299241	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.262642626927	1	ddsf	28	512	2	6.27008579662
PTB	0.0483767359639	2.52179485788	16.226729293	30.0910052306	4.5480328174	4.8683430369	4.7442467714	4.68187255433	4.64516702913	0.1	200	256	1	0.001	REAL	0.0	16	30	0.0483767359639	3	dsf	66	512	2	16.2710543323
Arabic	0.0877816073992	1.78126375069	9.11372253054	33.7692004037	5.29582535352	5.73056745285	5.54613321035	5.46326932963	5.4162252601	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0877816073992	4	ddsf	131	512	2	17.788708355
Russian	0.120881771721	1.05815056076	4.02575790814	21.9549682021	5.16047178245	5.57539838362	5.39296987363	5.31394716091	5.27027342622	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.120881771721	3	dsf	113	512	2	6.27486664483
PTB	0.0869802051059	2.02241713812	9.55146783549	25.6226283419	4.63433661357	5.09350783753	4.9032242304	4.81558180583	4.76510372096	0.1	100	256	1	0.0001	REAL	0.2	32	30	0.0869802051059	1	dsf	115	512	2	11.4736170958
PTB	0.0160486099445	2.46181841786	26.6458340491	34.9396860923	4.6046005879	4.80449117756	4.72482073551	4.68597647428	4.66354778192	0.0	200	256	1	0.001	REAL	0.0	32	30	0.0160486099445	1	dsf	73	512	2	16.3495353009
Russian	0.199429726858	0.670428138393	1.84225422503	16.842485192	5.2199835624	5.82566391101	5.55210448959	5.43754832844	5.37512762576	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.199429726858	3	ddsf	173	512	2	6.27549439503
PTB	0.0158570144371	2.78510058135	24.7815476931	44.3051634775	4.60585588855	4.76776009004	4.70760842386	4.67635603128	4.65767791301	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0158570144371	2	dsf	87	512	2	30.4467504559
Russian	0.00418606516502	1.57495902344	25.2255503597	94.5594246899	5.16218962697	5.21666377834	5.19426365668	5.183873754	5.1778322843	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00418606516502	1	ddsf	164	512	2	156.440647832
Arabic	0.0791908108242	1.53960253018	14.1282604336	28.5384831092	5.30850938472	5.71204992023	5.55242147536	5.4758045507	5.43080390973	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.0791908108242	4	ddsf	46	512	2	12.4051949723
Arabic	0.0169525031368	1.75400896216	41.6228637036	33.8342388617	5.29125649683	5.5584632532	5.45322966546	5.40139845768	5.37155166914	0.1	150	512	1	0.0005	REAL_REAL	0.05	64	30	0.0169525031368	2	dsf	21	512	2	12.4109080496
PTB	0.0113951185694	2.55821634919	30.9537563324	35.0478586603	4.61682849338	4.76554564859	4.70556519231	4.67660137354	4.66013800411	0.0	100	256	1	0.001	REAL	0.0	64	30	0.0113951185694	3	dsf	137	512	2	21.103045294
LDC2012T05	0.0360266720223	2.02136211822	11.8838942486	72.1003916384	5.83951766072	6.04713801654	5.96126407516	5.92283300061	5.90060237864	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0360266720223	4	dsf	126	512	2	60.4177167082
PTB	0.0118363305728	3.21466245376	37.7609846933	57.6264911355	4.53292866785	4.66015830165	4.61798942342	4.59479369429	4.57941684383	0.2	100	512	1	0.0001	REVERSE	0.0	128	30	0.0118363305728	2	dsf	136	512	2	48.555127748
LDC2012T05	0.114595609998	1.34135658907	8.01023851933	29.9410545465	5.56676753622	6.3155572352	6.01399619519	5.87273273994	5.79053888695	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.114595609998	4	dsf	52	512	2	7.08828512597
LDC2012T05	0.0067854063961	2.50596241346	48.6423328641	52.1089444291	5.50391376842	5.67374459225	5.6060414721	5.57335984504	5.55449910586	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0067854063961	5	dsf	46	512	2	35.5542410052
Russian	0.0238697081052	1.26015230322	16.052563248	26.9174858822	5.09574724272	5.3259416025	5.22762071338	5.18282932325	5.15777315889	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0238697081052	0	ddsf	37	512	2	11.5489714772
Japanese	0.009087470049	-0.419971219783	101.010688895	6.2931451178	5.35393467927	5.7726886103	5.54002038534	5.46413459871	5.43245069585	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.009087470049	3	ddsf	12	512	2	0
LDC2012T05	0.0025638608832	2.81431367593	54.7441561034	103.110711716	5.5667820195	5.64374702125	5.61276083054	5.59822258248	5.58989326218	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0025638608832	6	ddsf	145	512	2	169.817774261
Russian	0.0594569861642	0.780306936825	8.99522838576	16.6687653471	5.11215402639	5.61059986335	5.39150513082	5.29491248243	5.24213804018	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0594569861642	4	ddsf	23	512	2	6.27450188904
LDC2012T05	0.0593111576232	1.30722438991	14.4967236546	24.3021407244	5.54803556719	6.34307661082	6.01869635218	5.86640157982	5.77920302816	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0593111576232	4	ddsf	41	512	2	7.08594191982
Russian	0.0528903592395	1.18317215408	6.72751940341	27.3270690099	5.20522428417	5.42807453361	5.32880210216	5.28678844713	5.26371727726	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0528903592395	5	ddsf	152	512	2	11.6369324236
Japanese	0.187879963474	0.168369255239	4.56314447066	11.8460756177	5.31550988066	5.74807176024	5.54919282936	5.46873611775	5.42502650863	0.1	150	512	1	0.0001	REAL_REAL	0.05	32	30	0.187879963474	2	dsf	65	512	2	6.4826166719
PTB	0.0385821661579	2.48044892194	16.6015247332	34.9149630377	4.59842078096	4.84386725747	4.74822218824	4.70147775591	4.67370386542	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0385821661579	2	ddsf	107	512	2	16.3414299273
Arabic	0.00727911343108	0.429055488302	114.15362104	17.8600310582	5.42927361964	6.4642016726	6.02023875091	5.82036533069	5.70828143569	0.1	150	512	1	0.001	REAL_REAL	0.05	16	30	0.00727911343108	2	dsf	10	512	2	6.77646506188
Russian	0.464693115307	0.0533915525142	0.252757896742	11.6007088619	5.2490263431	6.26247530993	5.79248041159	5.60099117163	5.49832275354	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.464693115307	4	dsf	184	512	2	6.27599775156
Russian	0.0196439024908	1.41389128283	18.298466996	31.9931611677	5.08050100019	5.2390565601	5.17123939644	5.14089567923	5.12369763638	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0196439024908	5	ddsf	41	512	2	16.6974197059
Japanese	0.0156326117007	0.743481881375	26.3457040669	11.6707223772	5.24853457705	5.33863115883	5.30334247263	5.28572320926	5.27555626872	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0156326117007	2	dsf	22	512	2	6.35781930459
Japanese	0.216106147332	-0.810114287656	1.28270520573	6.31059457322	5.44608646683	6.25416412604	5.78951989414	5.63876382558	5.57493692729	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.216106147332	5	ddsf	13	512	2	0
PTB	0.00312415719828	3.17483687504	58.6987300686	62.1268974387	4.53459947225	4.61789180894	4.58927016109	4.57326139966	4.56322854701	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00312415719828	2	dsf	121	512	2	62.1268974387
Arabic	0.0247042068483	2.22284244789	23.0009097242	60.7616578861	5.3199630351	5.51139898514	5.44011038607	5.40334751169	5.38174715351	0.1	150	512	1	5e-05	REAL_REAL	0.05	32	30	0.0247042068483	3	dsf	100	512	2	50.1137711175
LDC95T8	0.174874441026	2.53720097011	6.6925187083	23.3394121556	4.04405988784	4.89851992948	4.56446804598	4.39191695672	4.29418788913	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.174874441026	4	ddsf	110	512	2	10.9994077507
Japanese	0.00498969772461	0.475647409093	37.0330203335	11.6747250626	5.25048747898	5.29606591803	5.27906739266	5.26986444022	5.26539369683	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.00498969772461	4	ddsf	39	512	2	6.37153081736
LDC95T8	0.222635074371	2.03224524128	4.95849611636	19.4525144657	4.1469196971	5.11775598043	4.72686722808	4.531358143	4.42159960633	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.222635074371	4	ddsf	157	512	2	6.41269276334
LDC2012T05	0.0285690429079	2.20197987888	23.3705486766	40.9574415864	5.50214849956	5.82528950359	5.69358195287	5.63283416695	5.59823246462	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0285690429079	4	ddsf	53	512	2	18.7490087605
LDC95T8	0.0285523934859	2.82625012631	28.720609484	23.0168632291	3.93631067607	4.77552412979	4.44709955315	4.27494553408	4.17745119553	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0285523934859	4	ddsf	32	512	2	10.9571222607
LDC2012T05	0.0200975538317	2.31241228118	27.1864083706	46.6456115883	5.52264389064	5.80024309909	5.68985679543	5.63688527599	5.60650166486	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0200975538317	4	dsf	44	512	2	24.4370564473
LDC2012T05	0.0263463656877	2.2037593182	22.8576198658	41.0760823157	5.5234944637	5.84547169283	5.71364734219	5.65282314513	5.61757085744	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0263463656877	4	dsf	46	512	2	18.7793700558
Japanese	0.00513728091967	-1.26130027313	138.200044934	6.29861806376	5.36998052099	6.20600642469	5.80930621991	5.65602161276	5.57565062556	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.00513728091967	4	ddsf	12	512	2	0
LDC95T8	0.278012605312	0.811901762876	2.97155850888	15.0030752312	4.0246395569	5.99876894203	5.22786708982	4.82949651743	4.60375481702	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.278012605312	4	dsf	47	512	2	6.41051059666
Russian	0.0836958891094	1.08661284967	4.83802897938	22.0612176553	5.19461448606	5.50952673205	5.36961594577	5.31027001529	5.27735843027	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0836958891094	4	dsf	168	512	2	11.61849684
PTB	0.00559680089047	3.07784238383	44.9661963136	57.7071166702	4.5512425012	4.6554335067	4.61682252841	4.59675244537	4.58463119697	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00559680089047	2	ddsf	109	512	2	48.5992626018
Russian	0.0157162890178	1.43796370018	14.8568636338	89.8471374178	5.19147806085	5.32713990664	5.26850140242	5.2426171756	5.22809037979	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0157162890178	0	dsf	84	512	2	157.182305526
Arabic	0.188341957642	0.627940290933	5.72786650273	17.7998215978	5.38013204197	6.34239377809	5.92933539655	5.74966364366	5.64769361719	0.1	150	512	1	0.0005	REAL_REAL	0.05	32	30	0.188341957642	2	ddsf	16	512	2	6.77355869365
Russian	0.00254537282369	1.62545349694	34.3916518604	94.0652243262	5.13250030201	5.17731727518	5.15959089719	5.15075543306	5.14565761589	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00254537282369	2	ddsf	100	512	2	155.600462557
Arabic	0.00744571810722	0.783936826002	101.374310961	17.9068480497	5.41380249543	6.25262957709	5.89314093861	5.73010699243	5.63964706966	0.1	150	512	1	0.001	REAL_REAL	0.05	16	30	0.00744571810722	4	dsf	9	512	2	6.78083042113
LDC2012T05	0.0186539131794	2.36121119207	31.0298520306	40.8868376747	5.47747732214	5.74273717214	5.63405211273	5.58364977193	5.55491101721	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0186539131794	4	ddsf	58	512	2	24.337729606
LDC2012T05	0.0373006183288	2.27674158126	14.9947497044	53.1173789697	5.64379451164	5.91300356155	5.80188947837	5.7518370816	5.72348547761	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0373006183288	4	dsf	126	512	2	36.1450086148
Japanese	0.0227532200853	-0.889676715428	82.7811518425	6.30519395527	5.38554582405	6.06124323298	5.69666451801	5.57454366144	5.51696732453	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0227532200853	2	dsf	12	512	2	0
PTB	0.0658954210146	2.67974539559	12.6228675025	39.8181774684	4.62488425282	4.97955342906	4.84913739069	4.78260970687	4.74201154432	0.2	100	512	1	0.0001	REAL	0.0	128	30	0.0658954210146	2	dsf	105	512	2	21.180068841
Russian	0.00654183406579	1.63349536157	23.2746314433	94.0231621656	5.12833469456	5.1947164592	5.1679750207	5.15488212853	5.1473803243	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00654183406579	5	dsf	104	512	2	155.483536198
Russian	0.115300282336	0.505973480809	4.91936033198	16.6755228021	5.13437146543	5.81550793965	5.51149170106	5.38026314543	5.30892402877	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.115300282336	2	dsf	23	512	2	6.27415384413
LDC2012T05	0.00888712267903	2.56033692026	26.429805265	105.532825688	5.71205658134	5.83591702014	5.78663643728	5.76388001591	5.75023148851	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00888712267903	4	ddsf	91	512	2	173.92203436
PTB	0.093311163312	2.46472931057	12.2543252128	30.2210969247	4.56450383324	4.98684910397	4.83029619	4.75208192346	4.70393224056	0.2	100	512	1	0.0002	REVERSE	0.0	128	30	0.093311163312	2	ddsf	72	512	2	16.3306460891
PTB	0.00283138139609	3.14171188605	57.7199183111	62.2347039284	4.5453638458	4.6330562188	4.60294649564	4.5858436791	4.57519345171	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00283138139609	2	dsf	108	512	2	57.6875159273
PTB	0.022244936856	2.79914107411	22.7319348609	44.1098542405	4.58000956817	4.76717951845	4.69624543379	4.66008700988	4.63872451475	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.022244936856	2	dsf	101	512	2	25.7141528819
LDC2012T05	0.07936950159	1.70479330984	11.6653228328	29.8790047846	5.52317551761	6.10923335809	5.87626762943	5.76563242706	5.70092796547	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.07936950159	5	ddsf	61	512	2	13.0311889627
